Time,Spot,Perp,Funding,Z-Score,Basis Velocity,Position,Hold,Action,PnL,Cash
2024-01-07 08:00:00,44017.99,44092.48502784,0.0001,-0.649934861544385,-213.20502783999837,Cash,0,,0.0,1000.0
2024-01-07 16:00:00,43922.0,44066.54114564,0.0001,-0.8864207043892562,-70.04611780000414,Cash,0,,0.0,1000.0
2024-01-08 00:00:00,43632.0,43930.7,2.01e-06,-1.425096830674263,-154.1588543599937,Cash,0,,0.0,1000.0
2024-01-08 08:00:00,43868.53,43969.6,8.872e-05,-0.5718037341144809,197.62999999999738,Cash,0,,0.0,1000.0
2024-01-08 16:00:00,44940.3,44992.51294916,4.837e-05,-0.2869960929366554,48.85705084000074,Cash,0,,0.0,1000.0
2024-01-09 00:00:00,46668.88,46993.5,0.0001,-1.93667538771567,-272.40705084000365,Cash,0,,0.0,1000.0
2024-01-09 08:00:00,46544.65,46854.79216651,0.0001,-1.6174648150192361,14.477833490003832,mark_gt_spot,0,ENTER MARK_GT_SPOT,0.0,998.5
2024-01-09 16:00:00,46902.88,46872.0,0.0001,0.6467553617424491,341.02216650999617,mark_gt_spot,1,,0.09933807802325142,998.5
2024-01-10 00:00:00,45856.42,46128.36219372,0.0001,-1.2606704022449389,-302.82219371999963,mark_gt_spot,2,,0.09933807802325142,998.5
2024-01-10 08:00:00,45329.94,45779.29359803,0.0001,-2.0444289856315483,-177.41140430999803,mark_gt_spot,3,,0.09933807802325142,998.5
2024-01-10 16:00:00,45311.1,45560.26980578,0.0001,-0.7647750805415217,200.18379224999808,mark_gt_spot,4,,0.09933807802325142,998.5
2024-01-11 00:00:00,46670.01,46671.0286775,0.0001,0.7560884879833115,248.15112828000565,mark_gt_spot,5,,0.09933807802325142,998.5
2024-01-11 08:00:00,46277.0,46118.51901603,0.0001,1.5253545105622504,159.4996614699994,Cash,0,EXIT (max hold),-11.381233382637468,987.1187666173626
2024-01-11 16:00:00,46007.29,46789.02822718,0.0001,-2.781601894617599,-940.2192111500044,Cash,0,,0.0,987.1187666173626
2024-02-08 08:00:00,44718.33,44504.937399,0.0001,1.3047262012157563,-121.61739900000248,Cash,0,,0.0,987.1187666173626
2024-02-08 16:00:00,45066.01,45454.91000495,0.0001,-2.6800206149023897,-602.292605949995,Cash,0,,0.0,987.1187666173626
2024-02-09 00:00:00,45289.1,45309.12004473,0.0001,-0.32663945611104395,368.87996021999425,Cash,0,,0.0,987.1187666173626
2024-02-09 08:00:00,46639.99,46212.98317279,0.0001,2.100276486972501,447.02687193999736,Cash,0,,0.0,987.1187666173626
2024-02-09 16:00:00,47275.88,47160.0,0.0001,0.3439521073019255,-311.12682720999874,Cash,0,,0.0,987.1187666173626
2024-02-10 00:00:00,47088.0,47142.9,0.0001,-0.589661939596692,-170.77999999999884,Cash,0,,0.0,987.1187666173626
2024-02-10 08:00:00,47087.7,47170.9,0.0001,-0.7132800845991562,-28.30000000000291,Cash,0,,0.0,987.1187666173626
2024-02-10 16:00:00,47250.0,47363.5,4.031e-05,-0.82684245719679,-30.299999999995634,Cash,0,,0.0,987.1187666173626
2024-02-11 00:00:00,47732.43,47763.0,0.0001,-0.3767619928479804,82.93000000000029,Cash,0,,0.0,987.1187666173626
2024-02-11 08:00:00,48140.0,48198.15357064,0.0001,-0.5051376979592135,-27.583570640003018,Cash,0,,0.0,987.1187666173626
2024-02-11 16:00:00,48104.01,48179.55998813,0.0001,-0.6459907456243436,-17.396417489995656,Cash,0,,0.0,987.1187666173626
2024-02-12 00:00:00,48604.0,48329.723687,0.0001,1.152962211312509,349.8263011300005,Cash,0,,0.0,987.1187666173626
2024-02-12 08:00:00,48114.01,48234.7,0.0001,-0.8551418154891963,-394.96631299999717,Cash,0,,0.0,987.1187666173626
2024-02-12 16:00:00,49582.33,49984.16572668,0.00010677,-1.9848824006627785,-281.1457266800062,Cash,0,,0.0,987.1187666173626
2024-02-13 00:00:00,50101.7,49965.17868378,0.0001,0.5442849211655689,538.3570428999956,Cash,0,,0.0,987.1187666173626
2024-02-13 08:00:00,50117.98,50040.0,0.0001,0.23880231907901722,-58.54131621999113,Cash,0,,0.0,987.1187666173626
2024-02-13 16:00:00,48477.07,48767.9,0.00011406,-1.3552106432218158,-368.81000000000495,Cash,0,,0.0,987.1187666173626
2024-02-14 00:00:00,49482.81,49741.9,0.0001,-1.1009031934729414,31.739999999997963,Cash,0,,0.0,987.1187666173626
2024-02-14 08:00:00,50758.0,49889.9,0.0001,2.8066639135388165,1127.1900000000023,Cash,0,,0.0,987.1187666173626
2024-02-14 16:00:00,51581.35,51648.2,0.00024137,-0.2552194125399595,-934.9499999999971,Cash,0,,0.0,987.1187666173626
2024-02-15 00:00:00,52321.2,51853.55120818,0.0001,1.4633947999872334,534.4987918199986,Cash,0,,0.0,987.1187666173626
2024-02-15 08:00:00,51934.01,51842.73307405,0.00013511,0.16217357881929012,-376.3718658699945,Cash,0,,0.0,987.1187666173626
2024-02-15 16:00:00,52265.32,51988.75907055,0.0001,0.7386489014157619,185.2840034999972,Cash,0,,0.0,987.1187666173626
2024-02-16 00:00:00,51914.08,51970.31665994,0.00031009,-0.3226032618355559,-332.7975893900002,Cash,0,,0.0,987.1187666173626
2024-02-16 08:00:00,51829.3,51819.9,0.00045448,-0.07141141380057385,65.63665993999894,Cash,0,,0.0,987.1187666173626
2024-02-16 16:00:00,52041.1,51946.940153,0.00041647,0.2032740401793111,84.7598469999939,Cash,0,,0.0,987.1187666173626
2024-02-17 00:00:00,52003.8,52188.3,0.0001,-0.7606255852930424,-278.65984699999535,Cash,0,,0.0,987.1187666173626
2024-02-17 08:00:00,51740.01,51965.1,0.0001,-0.8712276510790509,-40.58999999999651,Cash,0,,0.0,987.1187666173626
2024-02-17 16:00:00,50951.25,51045.52508049,0.00016663,-0.40545954139096024,130.8149195099977,Cash,0,,0.0,987.1187666173626
2024-02-18 00:00:00,51676.95,51697.7,0.00030994,-0.15825836427323675,73.5250804899988,Cash,0,,0.0,987.1187666173626
2024-02-18 08:00:00,51790.01,51710.14297833,0.00029854,0.1632631285009997,100.61702167000476,Cash,0,,0.0,987.1187666173626
2024-02-18 16:00:00,51835.57,51827.11909633,0.00030878,-0.03904466840074979,-71.41611800000828,Cash,0,,0.0,987.1187666173626
2024-02-19 00:00:00,52183.72,52177.23725443,0.0003136,-0.06895571880659293,-1.9681580999967991,Cash,0,,0.0,987.1187666173626
2024-02-19 08:00:00,52098.5,52456.1,0.00041467,-1.3899361046744085,-364.0827455699982,Cash,0,,0.0,987.1187666173626
2024-02-19 16:00:00,51775.76,52152.05202394,0.00028146,-1.3044944718896874,-18.692023939998762,Cash,0,,0.0,987.1187666173626
2024-02-20 00:00:00,51641.82,51805.50406332,0.0001,-0.5274213488910129,212.60796062000009,Cash,0,,0.0,987.1187666173626
2024-02-20 08:00:00,51776.8,51871.2,0.0003272,-0.33143789589430056,69.28406332000304,Cash,0,,0.0,987.1187666173626
2024-02-20 16:00:00,51396.33,51705.38589647,0.00020029,-1.0653734818637053,-214.6558964700016,Cash,0,,0.0,987.1187666173626
2024-02-21 00:00:00,52174.2,52318.1,0.00018931,-0.4472282594238133,165.15589646999433,Cash,0,,0.0,987.1187666173626
2024-02-21 08:00:00,51667.84,51581.9,0.0001,0.6380343294579252,229.8399999999965,Cash,0,,0.0,987.1187666173626
2024-02-21 16:00:00,51346.39,51172.0,0.0001,1.3358766559006898,88.45000000000437,Cash,0,,0.0,987.1187666173626
2024-02-22 00:00:00,51532.57,51896.0,0.00042188,-1.5252963728376097,-537.8199999999997,Cash,0,,0.0,987.1187666173626
2024-02-22 08:00:00,51888.52,51842.45044097,0.00038078,0.8411969004306886,409.499559029995,Cash,0,,0.0,987.1187666173626
2024-02-22 16:00:00,51479.09,51610.0,0.00034808,-0.1976614627887624,-176.9795590299982,Cash,0,,0.0,987.1187666173626
2024-02-23 00:00:00,51455.85,51300.0,0.0001,1.4108506430477163,286.76000000000204,Cash,0,,0.0,987.1187666173626
2024-02-23 08:00:00,50958.54,50939.4,0.0001,0.6627190043262424,-136.70999999999913,Cash,0,,0.0,987.1187666173626
2024-02-23 16:00:00,51053.07,50940.39492524,0.00018451,1.0926703817026306,93.53507476000232,Cash,0,,0.0,987.1187666173626
2024-02-24 00:00:00,50889.2,50757.9,0.0001,1.0818025475913682,18.6249252399939,Cash,0,,0.0,987.1187666173626
2024-02-24 08:00:00,50994.92,51096.0,0.00031843,-0.21869294468848396,-232.37999999999738,Cash,0,,0.0,987.1187666173626
2024-04-10 00:00:00,69138.81,69136.23648785,0.0001,-0.2903184039186102,672.2433301099954,Cash,0,,0.0,987.1187666173626
2024-04-10 08:00:00,69011.92,69331.3,0.0001,-1.066818985265438,-321.95351215000846,Cash,0,,0.0,987.1187666173626
2024-04-10 16:00:00,69500.0,68652.0,0.0001,1.8454349080040524,1167.3800000000047,Cash,0,,0.0,987.1187666173626
2024-10-17 00:00:00,67709.99,67579.5668375,6.725e-05,0.2963160388540275,20.943162499999744,Cash,0,,0.0,987.1187666173626
2024-10-17 08:00:00,67450.0,67232.65417535,3.823e-05,0.5297391895956359,86.92266214998381,Cash,0,,0.0,987.1187666173626
2024-10-17 16:00:00,67384.42,67554.6,0.0001,-0.9054880042513374,-387.5258246500016,Cash,0,,0.0,987.1187666173626
2024-11-30 16:00:00,96871.31,96727.87658446,0.0001,0.2808961520828871,69.64341553999111,Cash,0,,0.0,987.1187666173626
2024-12-01 00:00:00,96340.6,96514.98645313,0.0001,-0.4509632781143808,-317.8198686699907,Cash,0,,0.0,987.1187666173626
2024-12-01 08:00:00,97048.01,96580.25309261,0.00015991,0.9529512206548669,642.1433605199854,Cash,0,,0.0,987.1187666173626
